"WatchList","HostAddress","ReasonAdded","MemberSince","Latitude","Longitude","CountryCode","Location"
"CTU Malicious IP Watchlist","85.204.124.77","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-05T08:34:11Z","44.4599","26.1333","RO","Bucharest, Romania"
"CTU Malicious IP Watchlist","86.105.1.123","Malicious IP address associated with XTUNNEL malware used by APT group IRON TWILIGHT","2018-10-05T08:35:16Z","45.1392","24.6792","RO","Curtea De Arges, Romania"
"CTU Malicious IP Watchlist","86.106.131.54","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-05T08:34:11Z","45.1392","24.6792","RO","Curtea De Arges, Romania"
"CTU Malicious IP Watchlist","88.77.8.9","C2 used by SamSam malware","2018-03-02T11:30:56Z","51.4813","7.112","DE","Bochum, Germany"
"CTU Malicious IP Watchlist","89.37.226.106","Malicious IP address associated with XTUNNEL malware used by APT group IRON TWILIGHT","2018-10-05T08:35:16Z","44.4599","26.1333","RO","Bucharest, Romania"
"CTU Malicious IP Watchlist","89.45.67.153","Malicious IP address associated with ZEBROCY malware used by APT group IRON TWILIGHT","2018-10-05T08:35:59Z","45.1392","24.6792","RO","Curtea De Arges, Romania"
"CTU Malicious IP Watchlist","89.47.162.154","GOLD KINGSWOOD C2 infrastructure","2018-08-06T04:30:32Z","45.1392","24.6792","RO","Curtea De Arges, Romania"
"CTU Malicious IP Watchlist","89.249.65.220","C2 reported by VnCERT; likely NICKEL GLADSTONE","2018-07-27T00:14:29Z","53.4804","-2.24726","UK","Manchester, UK"
"CTU Malicious IP Watchlist","91.210.107.241","Meterpreter C2 (APT Activity)","2018-05-28T11:27:52Z","55.7616","37.6411","RU","Moscow, Russia"
"CTU Malicious IP Watchlist","91.230.121.86","GOLD KINGSWOOD C2","2018-09-07T04:35:57Z","50.4409","30.5272","UA","Kiev, Ukraine"
"CTU Malicious IP Watchlist","93.113.131.103","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-05T08:34:12Z","46.5673","26.9173","RO","Bacau, Romania"
"CTU Malicious IP Watchlist","94.46.48.103","Meterpreter C2 (APT Activity)","2018-05-28T11:27:52Z","38.7322","-9.15283","PT","Lisbon, Portugal"
"CTU Malicious IP Watchlist","94.46.49.178","Meterpreter C2 (APT Activity)","2018-05-28T11:27:52Z","38.7322","-9.15283","PT","Lisbon, Portugal"
"CTU Malicious IP Watchlist","94.130.97.18","Marcher Inject load IP","2018-09-10T01:57:33Z","50.4409","30.5272","UA","Kiev, Ukraine"
"CTU Malicious IP Watchlist","94.176.237.172","GOLD KINGSWOOD C2 infrastructure","2018-08-06T04:30:32Z","44.4599","26.1333","RO","Bucharest, Romania"
"CTU Malicious IP Watchlist","94.177.12.150","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-05T08:34:12Z","44.4238","26.0586","RO","Bucharest, Romania"
"CTU Malicious IP Watchlist","94.177.12.238","Malicious IP address associated with XTUNNEL malware used by APT group IRON TWILIGHT","2018-10-05T08:35:16Z","44.4238","26.0586","RO","Bucharest, Romania"
"CTU Malicious IP Watchlist","95.46.8.65","GOLD KINGSWOOD C2 or Backend IP","2018-09-10T01:28:42Z","50.0875","14.4694","CZ","Prague, Czech Republic"
"CTU Malicious IP Watchlist","96.82.141.209","SecureWorks MSSI IPBL Test IP - Test Alert","2017-02-02T16:33:34Z","39.9464","-74.916","US","Mount Laurel, United States"
"CTU Malicious IP Watchlist","96.127.163.29","Meterpreter C2 (APT Activity)","2018-05-28T11:27:53Z","41.8871","-87.6365","US","Chicago, United States"
"CTU Malicious IP Watchlist","103.224.82.78","C2 infrastructure for PlugX","2017-12-01T14:55:09Z","30.182","120.265","CN","Xiaoshan, China"
"CTU Malicious IP Watchlist","104.144.198.90","CamuBot Banking Malware C2 Server (APT Activity)","2018-09-05T18:15:20Z","42.8828","-78.8772","US","Buffalo, United States"
"CTU Malicious IP Watchlist","104.144.207.245","GOLD KINGSWOOD C2 or loader IP","2018-09-05T02:37:07Z","42.8828","-78.8772","US","Buffalo, United States"
"CTU Malicious IP Watchlist","104.195.1.39","hosted suspected NICKEL GLADSTONE C2, nuokejs.com","2018-09-25T03:05:05Z","34.0534","-118.265","US","Los Angeles, United States"
"CTU Malicious IP Watchlist","104.221.134.28","hosted suspected NICKEL GLADSTONE C2, pakteb.com","2018-09-25T03:04:24Z","34.0534","-118.265","US","Los Angeles, United States"
"CTU Malicious IP Watchlist","107.175.150.113","C2 for 0utl00k.net, c2 server for phishing & credential harvesting used by DREXEL","2018-08-09T16:26:20Z","42.9802","-78.7349","US","Buffalo, United States"
"CTU Malicious IP Watchlist","108.178.15.243","Meterpreter C2 (APT Activity)","2018-05-28T11:27:52Z","41.8871","-87.6365","US","Chicago, United States"
"CTU Malicious IP Watchlist","115.21.189.197","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-17T16:12:52Z","37.5632","126.993","KR","Seoul, South Korea"
"CTU Malicious IP Watchlist","115.134.220.165","Associated with PicNMix malware used by BRONZE UNION (APT Activity)","2018-07-02T21:37:30Z","3.1507","101.713","MY","Kuala Lumpur, Malaysia"
"CTU Malicious IP Watchlist","116.193.154.138","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-17T16:12:52Z","-27.4745","153.017","AU","South Brisbane, Australia"
"CTU Malicious IP Watchlist","118.184.52.151","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-17T16:12:52Z","31.2307","121.473","CN","Shanghai, China"
"CTU Malicious IP Watchlist","138.197.128.24","GOLD KINGSWOOD C2","2018-09-07T04:35:57Z","39.7302","-75.5386","US","Wilmington, United States"
"CTU Malicious IP Watchlist","139.162.60.6","C2 for RoyalCLI (aka RoyalTroj) malware (APT Activity)","2017-12-01T14:33:24Z","39.3621","-74.4379","US","Atlantic City, United States"
"CTU Malicious IP Watchlist","141.105.70.7","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-17T16:12:52Z","55.7376","37.5933","RU","Moscow, Russia"
"CTU Malicious IP Watchlist","142.44.215.177","IP address used for Xbash C2 communication","2018-09-19T08:52:08Z","48.4398","-123.365","CA","Victoria, Canada"
"CTU Malicious IP Watchlist","144.217.61.147","IP address used for Xbash C2 communication","2018-09-19T08:52:08Z","38.508","-121.417","US","Sacramento, United States"
"CTU Malicious IP Watchlist","146.0.72.139",""silence" crime group C2","2018-11-19T00:52:24Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","146.0.72.188",""silence" crime group C2","2018-11-19T00:52:25Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","162.208.10.66","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-05T08:34:11Z","42.0782","-87.8174","US","Glenview, United States"
"CTU Malicious IP Watchlist","162.243.38.176","GOLD KINGSWOOD C2","2018-09-07T04:35:57Z","40.72","-74.0036","US","New York, United States"
"CTU Malicious IP Watchlist","162.243.38.178","GOLD KINGSWOOD C2","2018-09-07T04:35:57Z","40.72","-74.0036","US","New York, United States"
"CTU Malicious IP Watchlist","169.239.128.133","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-05T08:34:11Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","169.239.129.121","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-05T08:34:11Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","172.81.132.131","GOLD KINGSWOOD C2","2018-09-07T04:35:57Z","38.8883","-77.4537","US","Chantilly, United States"
"CTU Malicious IP Watchlist","172.81.134.194","GOLD KINGSWOOD C2 infrastructure","2018-08-06T04:30:32Z","38.8883","-77.4537","US","Chantilly, United States"
"CTU Malicious IP Watchlist","172.247.116.126","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-17T16:12:52Z","36.0664","120.383","CN","Qingdao, China"
"CTU Malicious IP Watchlist","172.247.116.214","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-17T16:12:53Z","36.0664","120.383","CN","Qingdao, China"
"CTU Malicious IP Watchlist","175.45.178.133","NICKEL FOXCROFT infrastructure","2018-08-03T22:17:03Z","40.0","127.0","KP","N/A, North Korea"
"CTU Malicious IP Watchlist","175.167.128.181","NICKEL FOXCROFT infrastructure","2018-08-03T22:17:45Z","39.9236","116.381","CN","Shenyang, China"
"CTU Malicious IP Watchlist","176.223.111.243","Malicious IP address associated with ZEBROCY malware used by APT group IRON TWILIGHT","2018-10-05T08:35:58Z","44.4599","26.1333","RO","Bucharest, Romania"
"CTU Malicious IP Watchlist","178.32.43.126","Meterpreter C2 (APT Activity)","2018-05-18T15:36:05Z","50.6913","3.17321","FR","Roubaix, France"
"CTU Malicious IP Watchlist","178.100.27.18","Emotet C2","2018-03-08T10:54:57Z","51.7661","-0.22839","UK","Hatfield, UK"
"CTU Malicious IP Watchlist","179.43.158.20","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-05T08:34:11Z","8.954","-79.539","PA","Panama City, Panama"
"CTU Malicious IP Watchlist","185.25.50.93","Malicious IP address associated with ZEBROCY malware used by APT group IRON TWILIGHT","2018-10-05T08:35:58Z","55.8984","23.3758","LT","Siauliai, Lithuania"
"CTU Malicious IP Watchlist","185.86.79.156","GOLD KINGSWOOD C2","2018-09-07T04:35:57Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","185.86.148.184","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-05T08:34:11Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","185.86.149.116","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-05T08:34:11Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","185.86.149.218","Malicious IP address associated with XTUNNEL malware used by APT group IRON TWILIGHT","2018-10-05T08:35:16Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","185.86.151.2","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-05T08:34:11Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","185.86.151.104","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-05T08:34:11Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","185.92.220.80","C2 infrastructure for LURID APT Malware (APT Activity)","2017-12-01T14:44:55Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","185.94.191.65","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-05T08:34:11Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","185.100.222.6","GOLD KINGSWOOD C2 or Backend IP","2018-09-10T01:28:42Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","185.135.83.37","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-17T16:12:52Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","185.142.236.226","Fallchill C2 server seen in Operation AppleJeus","2018-08-28T00:16:30Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","185.142.239.173","Fallchill C2 server seen in Operation AppleJeus","2018-08-28T00:16:30Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","185.145.128.80","Malicious IP address associated with XTUNNEL malware used by APT group IRON TWILIGHT","2018-10-05T08:35:16Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","185.175.158.202","GOLD KINGSWOOD C2 or Backend IP","2018-09-10T01:28:42Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","185.181.102.201","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-05T08:34:11Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","185.183.96.210","Hosting Malicious Payload Zeus Panda","2017-12-05T15:19:40Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","185.183.107.40","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-05T08:34:11Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","188.241.68.118","Malicious IP address associated with ZEBROCY malware used by APT group IRON TWILIGHT","2018-10-05T08:35:58Z","44.4599","26.1333","RO","Bucharest, Romania"
"CTU Malicious IP Watchlist","190.2.136.121","Meterpreter C2 (APT Activity)","2018-05-28T11:09:29Z","12.102","-68.931","CW","Willemstad, Cura̤ao"
"CTU Malicious IP Watchlist","190.97.167.172","GOLD KINGSWOOD C2 infrastructure","2018-08-06T04:30:32Z","8.954","-79.539","PA","Panama City, Panama"
"CTU Malicious IP Watchlist","192.119.15.35","Hosting multiple COBALT TRINITY domains including aramcojobs.ddns[.]net.  Dedicated hosting at the time of analysis. (APT Activity)","2018-10-01T09:17:34Z","40.1493","-74.9816","US","Feasterville Trevose, United States"
"CTU Malicious IP Watchlist","195.154.41.150","C2 for 0utl00k.net, c2 server for phishing & credential harvesting used by DREXEL","2018-08-09T16:26:20Z","48.8602","2.34107","FR","Paris, France"
"CTU Malicious IP Watchlist","196.38.48.121","Fallchill C2 server seen in Operation AppleJeus","2018-08-28T00:16:30Z","-26.1869","28.005","ZA","Johannesburg, South Africa"
"CTU Malicious IP Watchlist","198.46.238.86","GOLD KINGSWOOD C2 or loader IP","2018-09-05T02:37:07Z","42.9802","-78.7349","US","Buffalo, United States"
"CTU Malicious IP Watchlist","198.251.83.27","GOLD KINGSWOOD C2 or loader IP","2018-09-05T02:37:07Z","41.1431","-104.793","US","Cheyenne, United States"
"CTU Malicious IP Watchlist","209.250.247.22","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-17T16:12:52Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Malicious IP Watchlist","212.8.234.82","GOLD KINGSWOOD C2 or Backend IP","2018-09-10T01:28:42Z","55.7616","37.6411","RU","Moscow, Russia"
"CTU Malicious IP Watchlist","213.227.140.161","Possible COBALT TRINITY C2 IP (APT Activity)","2018-10-01T10:13:36Z","52.3798","4.64228","NL","Haarlem, Netherlands"
"CTU Malicious IP Watchlist","213.227.140.172","COBALT TRINITY C2 IP (APT Activity)","2018-10-01T08:48:23Z","52.3798","4.64228","NL","Haarlem, Netherlands"
"CTU Malicious IP Watchlist","213.227.140.174","Possible COBALT TRINITY C2 IP (APT Activity)","2018-10-01T10:13:36Z","52.3798","4.64228","NL","Haarlem, Netherlands"
"CTU Malicious IP Watchlist","220.130.216.76","BRONZE CANAL/PLEAD/TSCookie infrastructure reported by JP-CERT on March 2018","2018-07-12T20:03:35Z","24.0717","120.562","TW","Changhua City, Taiwan"
"CTU Suspected APT IP Watchlist","89.163.70.250","WOODLAWN C2 IP address","2018-08-22T04:08:46Z","59.939","30.3158","RU","St Petersburg, Russia"
"CTU Suspected APT IP Watchlist","89.163.90.43","WOODLAWN C2 IP address","2018-08-22T04:08:46Z","59.939","30.3158","RU","St Petersburg, Russia"
"CTU Suspected APT IP Watchlist","154.16.105.102","WOODLAWN C2 IP address","2018-08-22T04:08:46Z","41.8657","-87.627","US","Chicago, United States"
"CTU Suspected APT IP Watchlist","158.69.18.219","WOODLAWN C2","2018-09-11T00:02:20Z","33.6458","-117.669","US","Lake Forest, United States"
"CTU Suspected APT IP Watchlist","158.69.38.233","WOODLAWN C2","2018-09-11T00:02:20Z","33.6458","-117.669","US","Lake Forest, United States"
"CTU TIPS IP Indicators","5.79.127.177","TIPS 6965 - Hosting COBALT TRINITY C2 server (mypsh . ddns . net)","2018-10-06T00:40:07Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU TIPS IP Indicators","27.255.74.81","TA 1207 - C2 server for RatN malware","2018-10-06T00:40:09Z","37.5632","126.993","KR","Seoul, South Korea"
"CTU TIPS IP Indicators","43.242.34.195","TA 1195 - SysUpdate C2 server associated with BRONZE UNION","2018-09-15T00:40:07Z","29.687","107.484","CN","Chongqing, China"
"CTU TIPS IP Indicators","43.242.35.13","TA 1195 - SysUpdate C2 server associated with BRONZE UNION","2018-09-15T00:40:07Z","29.687","107.484","CN","Chongqing, China"
"CTU TIPS IP Indicators","43.242.35.16","TA 1195 - Gh0st RAT C2 server associated with BRONZE UNION","2018-09-15T00:40:07Z","29.687","107.484","CN","Chongqing, China"
"CTU TIPS IP Indicators","43.242.35.16","TIPS 6977 - Gh0st RAT C2 server","2018-10-12T00:40:07Z","29.687","107.484","CN","Chongqing, China"
"CTU TIPS IP Indicators","45.248.86.174","TA 1195 - SysUpdate C2 server associated with BRONZE UNION","2018-09-15T00:40:07Z","0.0","0.0","N/A","N/A"
"CTU TIPS IP Indicators","46.101.37.187","TA 1195 - Hosted BRONZE UNION domain (turkeyscenery . com) in November 2017","2018-09-15T00:40:07Z","51.5147","-0.08329","UK","London, UK"
"CTU TIPS IP Indicators","58.84.54.143","TA 1195 - ZxShell malware C2 server associated with BRONZE UNION","2018-09-15T00:40:07Z","-27.4745","153.017","AU","South Brisbane, Australia"
"CTU TIPS IP Indicators","79.172.242.87","TIPS 7057 - QuasarRAT C2 server, hosts additional C2 domains","2018-11-10T00:40:07Z","47.5464","19.0822","HU","Budapest, Hungary"
"CTU TIPS IP Indicators","91.235.136.114","TIPS 6937 - ZeusPanda C2 server (associated with kinaninghesuse . ru)","2018-09-28T00:40:06Z","51.1162","38.4961","RU","Rossosh, Russia"
"CTU TIPS IP Indicators","103.19.9.172","TA 1195 - Hosted multiple BRONZE UNION domains; acted as a C2 server for SysUpdate","2018-09-15T00:40:07Z","1.30612","103.833","SG","Singapore, Singapore"
"CTU TIPS IP Indicators","103.85.25.88","TA 1195 - Hosted BRONZE UNION domain (kasperskyupdate . org) in November 2017","2018-09-15T00:40:07Z","-27.4745","153.017","AU","South Brisbane, Australia"
"CTU TIPS IP Indicators","103.85.27.78","TIPS 6977 - Gh0st RAT C2 server","2018-10-12T00:40:06Z","-27.4745","153.017","AU","South Brisbane, Australia"
"CTU TIPS IP Indicators","112.66.188.28","TA 1203 - Used to administer BRONZE MOHAWK C2 server; based in China's Hainan province","2018-09-29T00:40:08Z","20.0394","110.342","CN","Haikou, China"
"CTU TIPS IP Indicators","115.21.189.197","TA 1207 - C2 server for RatN malware","2018-10-06T00:40:09Z","37.5632","126.993","KR","Seoul, South Korea"
"CTU TIPS IP Indicators","115.134.220.165","TA 1195 - Used by BRONZE UNION to transfer data from a compromised network via FTP in June 2018","2018-09-15T00:40:07Z","3.1507","101.713","MY","Kuala Lumpur, Malaysia"
"CTU TIPS IP Indicators","118.184.52.151","TA 1207 - C2 server for RatN malware","2018-10-06T00:40:09Z","31.2307","121.473","CN","Shanghai, China"
"CTU TIPS IP Indicators","123.154.71.8","TA 1195 - Used by BRONZE UNION to download post-compromise tools to a victim's network","2018-09-15T00:40:07Z","28.0155","120.655","CN","Wenzhou, China"
"CTU TIPS IP Indicators","128.199.44.86","TA 1195 - SysUpdate C2 server associated with BRONZE UNION","2018-09-15T00:40:07Z","1.30612","103.833","SG","Singapore, Singapore"
"CTU TIPS IP Indicators","139.59.165.51","TA 1195 - SysUpdate C2 server associated with BRONZE UNION","2018-09-15T00:40:07Z","-21.1434","149.187","AU","Mackay, Australia"
"CTU TIPS IP Indicators","141.105.70.7","TA 1207 - C2 server for RatN malware","2018-10-06T00:40:09Z","55.7376","37.5933","RU","Moscow, Russia"
"CTU TIPS IP Indicators","172.247.116.214","TA 1207 - C2 server for RatN malware","2018-10-06T00:40:09Z","36.0664","120.383","CN","Qingdao, China"
"CTU TIPS IP Indicators","178.32.127.230","TIPS 6925 - Trichuris C2 resolution","2018-09-22T00:40:06Z","50.6913","3.17321","FR","Roubaix, France"
"CTU TIPS IP Indicators","185.135.83.37","TA 1207 - C2 server for RatN malware","2018-10-06T00:40:09Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU TIPS IP Indicators","185.161.209.172","TIPS 6955 - Hosts Powerton attack framework","2018-10-04T00:40:06Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU TIPS IP Indicators","192.119.15.35","TIPS 6965 - Hosting multiple COBALT TRINITY domains, including aramcojobs . ddns . net","2018-10-06T00:40:07Z","40.1493","-74.9816","US","Feasterville Trevose, United States"
"CTU TIPS IP Indicators","209.213.232.117","TIPS 6933 - Emotet C2 server","2018-09-28T00:40:06Z","43.0446","-80.895","CA","Ingersoll, Canada"
"CTU TIPS IP Indicators","209.250.247.22","TA 1207 - C2 server for RatN malware","2018-10-06T00:40:09Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU TIPS IP Indicators","213.227.140.171","TIPS 6955 - PupyRAT C2 server","2018-10-04T00:40:06Z","52.3798","4.64228","NL","Haarlem, Netherlands"
"CTU TIPS IP Indicators","217.147.168.46","TIPS 6965 - Hosting COBALT TRINITY malware payloads (sys64.jpg and sys32.jpg) on TCP port 8088","2018-10-06T00:40:07Z","50.4409","30.5272","UA","Kiev, Ukraine"
"CTU Protection IP List","5.45.117.151","Actor controlled IP used to connect to webshell - DEWEY (APT Activity)","2018-02-02T17:45:04Z","59.3531","27.3986","EE","Johvi, Estonia"
"CTU Protection IP List","5.62.39.236","Hosts observed scanning for Cisco 0-day CVE-2018-15454 vulnerability","2018-11-02T13:50:27Z","51.5147","-0.08329","UK","London, UK"
"CTU Protection IP List","5.79.127.177","IP hosting known COBALT TRINITY C2 domain (mypsh.ddns[.]net) (APT Activity)","2018-10-02T09:37:16Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","5.79.127.177","TIPS 6965 - Hosting COBALT TRINITY C2 server (mypsh . ddns . net)","2018-10-09T09:34:44Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","5.101.122.222","Actor controlled IP used to connect to webshell - DEWEY (APT Activity)","2018-02-02T17:45:04Z","59.3531","27.3986","EE","Johvi, Estonia"
"CTU Protection IP List","5.149.248.17","Possible QuasarRAT IP C2 associated with BRONZE RIVERSIDE (APT activity)","2018-08-04T09:34:33Z","52.5","5.75","NL","N/A, Netherlands"
"CTU Protection IP List","5.188.10.3","hardcoded C2 for malicious downloader","2018-03-14T22:49:12Z","59.939","30.3158","RU","St Petersburg, Russia"
"CTU Protection IP List","5.228.72.17","TIPS 7047 - TrickBot dpost C2 server","2018-11-09T02:30:08Z","55.6908","37.6191","RU","Moscow, Russia"
"CTU Protection IP List","7.34.68.56","Dridex C2 Server","2017-07-18T19:07:27Z","39.9666","-83.0123","US","Columbus, United States"
"CTU Protection IP List","23.142.128.34","TIPS 7047 - TrickBot dpost C2 server","2018-11-09T02:30:08Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","23.163.0.59","Malicious IP address associated with XTUNNEL malware used by APT group IRON TWILIGHT","2018-10-09T09:34:43Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","23.226.138.196","TIPS 7047 - TrickBot dpost C2 server","2018-11-09T02:30:08Z","30.3349","-81.7709","US","Jacksonville, United States"
"CTU Protection IP List","23.226.138.220","TIPS 7047 - TrickBot dpost C2 server","2018-11-09T02:30:08Z","30.3349","-81.7709","US","Jacksonville, United States"
"CTU Protection IP List","23.226.138.221","TIPS 7047 - TrickBot dpost C2 server","2018-11-09T02:30:08Z","30.3349","-81.7709","US","Jacksonville, United States"
"CTU Protection IP List","23.227.196.103","Helminth RAT C2 Server - 12/02/2016","2017-07-18T19:07:27Z","39.7718","-75.4965","US","Wilmington, United States"
